NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
Isaiah Hartenstein,Nyk,C-F,24.9,82,19.9,11.2,16.8,71,0.676,290,0.576,37,0.216,0.547,0.567,5,6.5,1.2,0.6,0.8,0.8,11.5,6.2,12.7,6.8,124.6,101.3
Jaxson Hayes,Nor,C-F,22.9,47,13,15.7,16.6,83,0.699,127,0.654,29,0.103,0.561,0.605,5,2.8,0.7,0.4,0.4,0.7,7.8,5.7,8.5,6.6,117.7,103.7
George Hill,Mil,G,36.9,35,19.1,11.3,16.9,46,0.739,58,0.621,74,0.311,0.534,0.575,5,1.9,2.5,0.5,0.1,0.8,6.9,7.5,9.5,6,120.9,110.2
Jonathan Isaac,Orl,F,25.5,11,11.3,21.1,7,9,0.556,38,0.421,15,0.4,0.472,0.483,5,4,0.5,1.3,0.4,0.4,9,5.5,9.5,7.6,108.3,105.3
Derrick Jones Jr.,Chi,F,26.1,64,14,14.4,9.8,84,0.738,150,0.587,80,0.338,0.559,0.597,5,2.4,0.5,0.5,0.6,0.4,7.4,5.5,7.9,5.2,123.4,106.2
Kenneth Lofton Jr.,Mem,F,20.7,24,7.3,27.6,11.4,27,0.593,76,0.566,17,0.353,0.559,0.572,5,2.1,0.8,0.2,0.1,0.5,7.1,5.8,8,11.1,116.1,97.3
Cody Martin,Cha,F,27.5,7,19.1,12.9,5.2,7,0.571,22,0.5,14,0.214,0.431,0.448,5,3.4,1.6,0.6,0.1,0.3,8.4,6.6,10,6.3,108.1,109.4
Sam Merrill,Cle,G,26.9,5,11.7,17.5,0,2,1,4,1,18,0.278,0.523,0.546,5,1.8,1,0.8,0,0,6.8,6,7.8,7.1,121.5,105.7
Blake Wesley,San,G,20.1,37,18.1,18.5,23.2,44,0.591,163,0.301,52,0.385,0.367,0.393,5,2.2,2.7,0.7,0.1,1.8,7.2,7.6,9.8,6.8,80.1,113.4
Ousmane Dieng,Okc,F,19.9,39,14.6,15.9,12.5,23,0.652,83,0.602,98,0.265,0.492,0.505,4.9,2.7,1.2,0.4,0.2,0.7,7.6,6.1,8.8,6.9,103.2,110.4
Chimezie Metu,Sac,F-C,26.1,66,10.4,17.6,12.7,73,0.74,181,0.663,38,0.237,0.61,0.639,4.9,3,0.6,0.3,0.3,0.5,7.9,5.5,8.5,7.9,124.6,104.6
Eugene Omoruyi,Okc,F,26.2,23,11.8,18.7,14.5,28,0.607,63,0.571,31,0.258,0.511,0.531,4.9,2.3,0.5,0.6,0,0.7,7.2,5.4,7.7,6,105.3,99.8
Austin Rivers,Min,G,30.7,52,19.5,10.5,9.9,39,0.769,86,0.558,123,0.35,0.538,0.564,4.9,1.6,1.4,0.5,0.1,0.4,6.5,6.3,7.9,4.6,114.5,111.9
Danuel House Jr.,Phi,F-G,29.8,56,14.4,13.8,11.6,60,0.75,87,0.644,110,0.336,0.566,0.6,4.8,1.7,0.8,0.3,0.2,0.5,6.5,5.6,7.3,5.2,115.3,109.2
Johnny Juzang,Uta,G,22.1,18,12.9,19.6,2.8,4,0.5,41,0.488,63,0.238,0.409,0.411,4.8,2.2,0.4,0.2,0.2,0.2,7,5.3,7.4,5,92.9,114.9
Meyers Leonard,Mil,F-C,31.1,9,12.6,14.4,17,9,0.889,11,0.636,18,0.389,0.603,0.652,4.8,3.8,0.1,0.2,0,0.7,8.6,4.9,8.7,3.9,123.2,99.3
Garrison Mathews,Hou,G,26.5,45,13.4,14.3,9.6,45,0.911,15,0.467,155,0.342,0.509,0.564,4.8,1.4,0.5,0.5,0.1,0.4,6.1,5.3,6.6,4.5,117,113.6
Garrison Mathews,Atl,G,26.5,9,9.4,17.7,3.1,8,0.875,6,0.5,25,0.4,0.581,0.623,4.8,1.2,0.3,0.1,0.1,0.1,6,5.1,6.3,5.1,128.9,113.9
Moses Moody,Gol,G,20.9,63,13,14.6,13,53,0.698,92,0.641,135,0.363,0.584,0.603,4.8,1.7,0.8,0.3,0.1,0.5,6.5,5.6,7.3,5.8,116,113.6
Christian Braun,Den,G,22,76,15.5,13,10.8,64,0.625,193,0.565,96,0.354,0.554,0.568,4.7,2.4,0.8,0.5,0.2,0.5,7.1,5.5,7.9,5.4,114.7,108.9
Keon Johnson,Por,G,21.1,40,10.4,25,19.4,41,0.659,97,0.402,81,0.346,0.455,0.482,4.7,1.1,1.5,0.5,0.2,1.1,5.8,6.2,7.3,7.6,93.3,111.5
Chuma Okeke,Orl,F,24.6,27,19.2,12.3,12.2,21,0.762,36,0.472,86,0.302,0.459,0.488,4.7,3.6,1.4,0.7,0.4,0.6,8.3,6.1,9.7,6,107.4,108.7
Day'Ron Sharpe,Bro,F,21.4,48,11.5,19,19.7,55,0.636,160,0.544,11,0.545,0.561,0.581,4.7,4.2,0.8,0.3,0.7,0.9,8.9,5.5,9.7,8.7,120,99.3
Dean Wade,Cle,F-C,26.4,44,20.3,10.2,8.7,23,0.652,50,0.56,127,0.354,0.54,0.55,4.7,3.4,0.8,0.6,0.5,0.4,8.1,5.5,8.9,4.6,113.4,102.7
TyTy Washington Jr.,Hou,G,21.4,31,14,17.4,8,18,0.556,80,0.488,80,0.238,0.422,0.432,4.7,1.5,1.5,0.5,0.1,0.5,6.1,6.2,7.6,6.3,98.5,116.4
Dalano Banton,Tor,F,23.4,31,9,24.4,12.1,24,0.708,80,0.5,51,0.294,0.477,0.502,4.6,1.5,1.2,0.4,0.4,0.6,6,5.7,7.2,9,104.7,104.1
Davis Bertans,Dal,F,30.4,45,10.9,16.2,5.9,15,0.867,19,0.737,141,0.39,0.603,0.618,4.6,1.2,0.5,0.2,0.2,0.2,5.8,5,6.2,5.1,120.7,109.5
Moses Brown,Lac,C,23.5,34,8.5,21.5,12.7,72,0.458,96,0.635,0,0,0.635,0.607,4.6,4.1,0.1,0.1,0.4,0.4,8.6,4.7,8.8,5.8,125.9,100.5
Thomas Bryant,Den,C-F,25.7,18,11.3,18.3,12.8,18,0.722,59,0.492,9,0.444,0.515,0.547,4.6,3.3,0.1,0.1,0.4,0.6,7.9,4.7,8.1,4.1,108.6,103.9
Malachi Flynn,Tor,G,24.9,53,13,17.4,9.4,33,0.758,109,0.367,133,0.353,0.457,0.479,4.6,1.4,1.3,0.4,0.1,0.5,6.1,6,7.4,6.2,104.9,109.2
Damian Jones,Uta,C,27.8,19,15.8,9.3,22.1,9,0.778,35,0.714,14,0.714,0.816,0.821,4.6,3.5,0.6,0.3,0.5,0.7,8.1,5.2,8.7,5.4,137.4,107.1
Kira Lewis Jr.,Nor,G,22,25,9.4,19.7,10.2,22,0.864,54,0.463,34,0.441,0.54,0.584,4.6,1.3,0.9,0.4,0.1,0.4,5.9,5.5,6.8,7.5,117.6,104.9
Will Barton,Tor,G,32.3,16,13.2,16.7,3.6,2,1,37,0.378,42,0.333,0.443,0.451,4.5,1.6,1.1,0.7,0.2,0.2,6.1,5.6,7.2,6,104.6,109.1
Justin Holiday,Atl,F-G,34,28,14.7,14,8.8,0,0,38,0.474,87,0.345,0.504,0.504,4.5,0.8,0.9,0.2,0.4,0.4,5.3,5.4,6.2,4,101.8,113.6
Markieff Morris,Dal,F,33.6,8,8.7,24,10.8,0,0,11,0.545,22,0.364,0.545,0.545,4.5,1.5,0.8,0.1,0,0.5,6,5.3,6.8,8.1,100.4,95.7
Jarrett Culver,Atl,G-F,24.1,10,13.7,17.1,13.9,13,0.692,31,0.516,12,0.083,0.407,0.452,4.4,3.8,0.6,0.6,0.2,0.7,8.2,5,8.8,6.3,96.6,106.3
A.J. Green,Mil,G,23.5,35,9.9,16.5,6.7,4,1,20,0.45,105,0.419,0.6,0.607,4.4,1.3,0.6,0.1,0,0.3,5.7,5,6.3,6.1,121.1,107.2
Haywood Highsmith,Mia,F,26.3,54,18,12.5,17.2,28,0.464,107,0.523,109,0.339,0.516,0.517,4.4,3.5,0.8,0.7,0.3,0.8,7.8,5.2,8.6,5.1,101.5,106.5
Justin Holiday,Dal,F-G,34,18,16.4,14.2,11.2,8,0.625,23,0.565,56,0.286,0.468,0.479,4.4,1.8,0.9,0.8,0.5,0.6,6.2,5.3,7.1,4.7,94.6,108
JaVale McGee,Dal,C-F,35.2,42,8.4,22.8,22.3,41,0.585,120,0.65,5,0.4,0.648,0.65,4.4,2.5,0.3,0.1,0.6,0.9,7,4.7,7.2,7.1,109,101.4
McKinley Wright IV,Dal,G,24.5,26,12.9,17,16.2,19,0.684,70,0.529,28,0.321,0.515,0.536,4.4,1.8,2.2,0.3,0.2,0.7,6.2,6.6,8.4,8,113,112.7
Thaddeus Young,Tor,F,34.8,54,14.7,13.5,17.5,26,0.692,164,0.622,34,0.176,0.561,0.573,4.4,3.1,1.4,1,0.1,0.8,7.5,5.8,8.9,7.3,116.6,104.2
Omer Yurtseven,Mia,C,24.8,9,9.2,18,12.8,6,0.833,20,0.65,7,0.429,0.648,0.675,4.4,2.6,0.2,0.2,0.2,0.4,7,4.7,7.2,5.7,126.8,93.9
Bismack Biyombo,Pho,C,30.6,61,14.3,14,19.8,70,0.357,206,0.578,0,0,0.578,0.555,4.3,4.2,0.9,0.3,1.4,0.8,8.6,5.2,9.5,7.1,109.3,101.6
Xavier Sneed,Cha,F,25.3,4,12.1,12.9,22.3,4,1,4,0.5,6,0.5,0.65,0.723,4.3,1.3,1.3,0,0.3,0.8,5.5,5.5,6.8,6.4,123.6,106.4
Michael Carter-Williams,Orl,G,31.5,4,11.1,20.3,21.9,7,0.571,11,0.455,3,0.333,0.464,0.498,4.3,1.3,1.8,0.3,0.3,1,5.5,6,7.3,7.8,97.9,106.9
Justin Minaya,Por,F,24,4,22.2,13.4,14.8,1,0,11,0.364,12,0.25,0.37,0.363,4.3,3.8,1,0.5,1.3,1,8,5.3,9,4.6,77.4,111.4
A.J. Lawson,Dal,G,22.7,13,8.1,21.2,6.5,8,0.25,18,0.611,25,0.4,0.605,0.58,4.2,1.5,0.2,0.2,0,0.2,5.6,4.3,5.8,5.3,111.7,110.2
Paul Reed,Phi,F,23.8,69,10.9,16.4,17.7,51,0.745,203,0.606,6,0.167,0.596,0.62,4.2,3.8,0.4,0.7,0.7,0.7,8,4.6,8.3,6.8,124.3,95.2
Admiral Schofield,Orl,F,26,37,12.2,14.1,11.6,23,0.913,48,0.646,74,0.324,0.549,0.587,4.2,1.7,0.8,0.2,0.1,0.4,5.9,5,6.7,5.9,120,104.9
Ish Wainright,Pho,F,28.6,60,15.3,12.2,8.8,31,0.839,54,0.5,173,0.329,0.496,0.522,4.2,2.3,0.9,0.6,0.4,0.4,6.5,5.1,7.4,5.4,114.2,103.6
T.J. Warren,Pho,F,29.6,16,12.3,16,4.1,2,0.5,51,0.471,19,0.316,0.471,0.473,4.2,3.1,0.7,0.4,0.3,0.2,7.3,4.9,7.9,6.8,108.1,104.5
Bruno Fernando,Hou,F-C,24.7,31,11.7,15.1,17.7,44,0.682,92,0.522,1,0,0.516,0.561,4.1,3.9,1,0.2,1,0.6,8,5,9,8.6,118.6,101
Blake Griffin,Bos,F,34.1,41,13.9,12.8,14.4,32,0.656,64,0.625,66,0.348,0.573,0.59,4.1,3.8,1.5,0.3,0.2,0.5,7.9,5.6,9.4,8.2,128,99.4
Kevon Harris,Orl,G,25.8,34,13.4,13.7,16.4,41,0.756,64,0.484,43,0.372,0.514,0.564,4.1,2.1,0.5,0.5,0.1,0.6,6.2,4.6,6.7,4.9,110.9,105.6
Serge Ibaka,Mil,F,33.6,16,11.6,16.1,16.9,13,0.615,36,0.556,18,0.333,0.537,0.553,4.1,2.8,0.3,0.1,0.4,0.7,6.9,4.4,7.1,5.2,105,102.4
Gary Payton II,Por,G,30.4,15,17.1,9.3,22.5,4,1,24,0.625,17,0.529,0.695,0.713,4.1,2.6,1.5,1,0.1,0.8,6.7,5.5,8.1,5.9,126.7,108.8
Isaiah Roby,San,F,25.2,42,11.3,17.8,16.6,41,0.488,95,0.516,60,0.3,0.49,0.497,4.1,2.5,0.9,0.4,0.2,0.7,6.6,5,7.5,7.4,96.7,110
Darius Bazley,Pho,F-G,22.8,7,8.7,22.5,16.6,5,0.4,17,0.588,8,0.25,0.52,0.515,4,2.3,0.9,0.4,0.7,0.7,6.3,4.9,7.1,9.3,100.7,98.3
Kessler Edwards,Sac,F,22.7,22,13.9,12,11.3,15,0.8,27,0.593,43,0.349,0.55,0.581,4,2.1,1,0.5,0.2,0.4,6.2,5,7.1,5.8,123.1,107.1
Daishen Nix,Hou,G,21.2,57,16,15.4,26.6,36,0.667,97,0.423,140,0.286,0.426,0.447,4,1.7,2.3,0.5,0.1,1.5,5.7,6.3,8,6.3,88.3,117
Terry Taylor,Chi,G,23.5,5,7.1,14.6,0,4,0.25,9,0.889,1,1,0.95,0.85,4,1.6,0,0,0.2,0,5.6,4,5.6,0,174.8,113.4
Olivier Sarr,Okc,C,24.1,9,12.6,13.6,11.7,7,0.714,22,0.636,8,0.125,0.517,0.544,4,3.4,0.4,0.1,0.6,0.4,7.4,4.4,7.9,5.6,117.1,102.4
Patrick Baldwin Jr.,Gol,F,20.4,31,7.3,22.7,9.1,6,0.667,25,0.44,84,0.381,0.541,0.546,3.9,1.3,0.4,0.2,0.1,0.4,5.2,4.3,5.6,6.9,100.9,111.5
Dominick Barlow,San,F,19.9,28,14.6,11.4,14.8,25,0.72,82,0.561,4,0,0.535,0.567,3.9,3.6,0.9,0.4,0.7,0.5,7.6,4.8,8.4,6.4,121.6,109.2
Gorgui Dieng,San,C,33.2,31,11.6,17.9,21.4,13,0.769,42,0.571,75,0.28,0.474,0.493,3.9,3.5,1.7,0.1,0.5,1,7.4,5.6,9.1,9.8,99.9,105.3
Udonis Haslem,Mia,F,42.8,7,10.1,20.3,3.3,5,0.8,20,0.35,9,0.333,0.397,0.433,3.9,1.6,0,0.1,0.3,0.1,5.4,3.9,5.4,0,95,100.8
Aaron Holiday,Atl,G,26.5,63,13.4,13.4,14,32,0.844,132,0.424,88,0.409,0.5,0.528,3.9,1.2,1.4,0.6,0.2,0.6,5.1,5.3,6.5,5.6,110,111.2
Matt Ryan,Lal,F,26,12,10.8,17.7,5.7,5,0.8,14,0.143,35,0.371,0.439,0.459,3.9,1.2,0.3,0.2,0,0.3,5.1,4.3,5.4,4.1,94.9,107.3
Jabari Walker,Por,F,20.7,56,11.1,17.3,12.8,45,0.756,142,0.472,56,0.286,0.46,0.496,3.9,2.3,0.6,0.2,0.2,0.5,6.2,4.5,6.8,6.3,105.1,110.8
Jamaree Bouyea,Mia,G,23.8,4,16.3,12.2,23.2,2,0.5,8,0.5,5,0.4,0.538,0.54,3.8,1.3,1,1,0.5,1,5,4.8,6,4.2,93.1,107.7
Dyson Daniels,Nor,G,20.1,59,17.7,11.6,21.5,40,0.65,122,0.492,86,0.314,0.483,0.503,3.8,3.2,2.3,0.7,0.2,1,7,6.1,9.3,6.9,104.8,105
Darius Days,Hou,F,23.5,4,6.3,21.4,0,2,1,2,1,10,0.3,0.542,0.582,3.8,1.5,0.3,0,0.3,0,5.3,4,5.5,7.6,131.3,114.1
Caleb Houstan,Orl,G,20.2,51,15.9,11,9,18,0.833,46,0.435,136,0.338,0.489,0.508,3.8,1.9,0.6,0.2,0.1,0.4,5.7,4.4,6.3,4.1,108.7,111.5
Furkan Korkmaz,Phi,G-F,25.7,37,9.6,19.1,17.7,36,0.722,65,0.462,46,0.391,0.514,0.552,3.8,1.1,0.6,0.3,0.1,0.6,4.9,4.4,5.5,5.7,100.4,112.4
Luke Kornet,Bos,F-C,27.7,69,11.7,11.5,12.8,39,0.821,157,0.701,13,0.231,0.674,0.697,3.8,2.9,0.8,0.2,0.7,0.4,6.6,4.6,7.4,7.1,144.8,104.8
JT Thor,Cha,F,20.6,69,14,13.2,15.6,47,0.702,115,0.487,123,0.317,0.481,0.506,3.8,2.2,0.5,0.3,0.3,0.6,6,4.3,6.5,4.6,97.4,112.9
Xavier Cooks,Was,G,27.6,10,12.6,14,22.1,10,0.4,27,0.63,1,0,0.607,0.586,3.8,3.8,0.6,0.6,0.4,0.8,7.6,4.4,8.2,6.5,114.2,105.7
Mo Bamba,Lal,C,24.9,9,9.8,19.2,22.7,11,0.545,11,0.545,16,0.313,0.5,0.518,3.7,4.6,0.4,0.1,0.6,0.9,8.2,4.1,8.7,7.7,100.4,89.6
David Duke Jr.,Bro,G,23.5,23,9.9,20.1,18.7,17,0.706,66,0.53,12,0.083,0.468,0.497,3.7,1.3,0.9,0.4,0,0.8,5,4.6,5.9,6.6,96.1,104.7
Nathan Knight,Min,F-C,25.6,38,7.7,18.7,20.5,57,0.684,59,0.644,22,0.364,0.617,0.655,3.7,1.5,0.3,0.3,0.2,0.6,5.1,4,5.5,6.2,119.1,103.5
Jordan McLaughlin,Min,G,27,43,15.8,11.7,18.5,18,0.833,67,0.552,78,0.308,0.503,0.526,3.7,1.4,3.4,0.7,0.1,0.8,5.2,7.2,8.6,6.6,118.7,115.1
Orlando Robinson,Mia,C,22.7,31,13.7,12.4,15.2,31,0.71,83,0.566,6,0,0.528,0.565,3.7,4.1,0.8,0.4,0.4,0.5,7.8,4.5,8.6,6.7,123.3,101.2
Bryn Forbes,Min,G,29.7,25,10.7,16.2,12.6,15,1,37,0.432,46,0.304,0.446,0.497,3.6,0.6,0.7,0.3,0.1,0.5,4.2,4.2,4.8,4.3,98.6,112.7
Markieff Morris,Bro,F,33.6,27,10.6,15.6,14.5,10,1,33,0.394,49,0.408,0.524,0.556,3.6,2.2,0.9,0.3,0.2,0.5,5.7,4.5,6.7,7.3,110.9,105.2
Udoka Azubuike,Uta,C-F,23.6,36,10,11.5,20,20,0.35,72,0.819,0,0,0.819,0.774,3.5,3.3,0.3,0.2,0.4,0.5,6.8,3.8,7.1,6.1,130.8,107.4
Taj Gibson,Was,F,37.8,48,10,15.3,17.2,42,0.714,101,0.564,24,0.333,0.552,0.585,3.5,1.9,0.7,0.3,0.3,0.5,5.4,4.2,6.1,6.7,114.7,100.3
Miles McBride,Nyk,G,22.6,64,11.9,14.6,10.4,42,0.667,81,0.457,134,0.299,0.451,0.475,3.5,0.8,1.1,0.6,0.1,0.4,4.3,4.6,5.4,4.9,105.8,110.5
P.J. Tucker,Phi,F,37.9,75,25.6,6.5,16.3,23,0.826,85,0.482,140,0.393,0.549,0.566,3.5,3.9,0.8,0.5,0.2,0.6,7.5,4.3,8.3,3.5,118.7,108.1
Dewayne Dedmon,Phi,C,33.7,8,9.6,17.7,21.4,5,0.2,20,0.6,2,0.5,0.614,0.579,3.5,3.1,1.3,0.3,0.6,0.8,6.6,4.8,7.9,10.1,111.3,93.7
Amir Coffey,Lac,G-F,25.8,50,12.5,13.5,12.6,63,0.778,105,0.429,40,0.275,0.424,0.498,3.4,1.1,1.1,0.1,0.1,0.4,4.5,4.5,5.6,5.1,108.4,112.6
Bruno Fernando,Atl,F-C,24.7,8,5.2,27.1,20.5,6,0.833,16,0.688,3,0,0.579,0.624,3.4,1.9,0.1,0,0.4,0.6,5.3,3.5,5.4,6.6,110.5,103.8
Kai Jones,Cha,C-F,22.2,46,11.9,12.4,20.5,26,0.731,101,0.624,19,0.211,0.575,0.597,3.4,2.7,0.3,0.4,0.7,0.7,6.1,3.7,6.4,4.7,106.9,105.9
Wesley Matthews,Mil,G,36.5,52,15.7,9.8,10.1,28,0.857,36,0.528,124,0.315,0.484,0.519,3.4,2.2,0.7,0.4,0.3,0.3,5.6,4.1,6.3,4.4,113.1,107.2
Micah Potter,Uta,F,25,7,7.5,13.6,11.8,0,0,8,0.75,7,0.571,0.8,0.8,3.4,2.3,0.6,0.1,0,0.3,5.7,4,6.3,8.9,145.3,107.3
Matt Ryan,Min,F,26,22,8.2,15.6,6.3,7,0.857,10,0.6,49,0.388,0.585,0.604,3.4,0.5,0.5,0.1,0,0.2,4,4,4.5,4.6,120.4,113.9
Jericho Sims,Nyk,C,24.5,52,15.6,7.4,20.1,16,0.75,106,0.783,1,0,0.776,0.78,3.4,4.7,0.5,0.3,0.5,0.5,8.1,3.9,8.6,5.1,146.4,104.3
Juan Toscano-Anderson,Uta,F,30,22,15.2,12.2,18,9,0.889,54,0.5,23,0.174,0.429,0.457,3.4,2.9,1.8,0.3,0.1,0.8,6.2,5.2,8,6.9,102.1,109.6
Goga Bitadze,Ind,C-F,23.7,21,9.6,15.5,18.7,24,0.458,38,0.605,14,0.286,0.558,0.551,3.3,2.3,0.9,0.4,0.5,0.6,5.6,4.1,6.5,7.9,115.4,103.9
Anthony Gill,Was,F,30.5,59,10.6,12.3,10.2,67,0.731,103,0.65,29,0.138,0.553,0.604,3.3,1.7,0.6,0.1,0.2,0.3,5,3.9,5.6,5.7,128.1,109.2
Boban Marjanovic,Hou,C,34.7,31,5.5,20.8,18.8,27,0.741,59,0.695,1,0,0.683,0.71,3.3,1.9,0.3,0.2,0.1,0.5,5.2,3.6,5.5,9,126.8,113.8
Raul Neto,Cle,G,30.9,48,10.5,13.1,17.2,34,0.912,68,0.662,42,0.286,0.573,0.628,3.3,1,1.6,0.4,0.1,0.5,4.2,4.9,5.9,6.6,127.4,105.1
Dru Smith,Bro,G,25.3,10,9.2,16.6,6,3,1,18,0.5,13,0.308,0.484,0.511,3.3,1.5,1.7,0.6,0.1,0.2,4.8,5,6.5,8.8,118.2,100.3
Peyton Watson,Den,G,20.6,23,8.1,17.7,11.9,20,0.55,45,0.511,14,0.429,0.542,0.553,3.3,1.6,0.5,0.1,0.5,0.3,4.9,3.7,5.3,6.8,109.5,110.3
Jared Rhoden,Det,G,23.6,14,14.1,10.7,6.3,6,1,24,0.5,20,0.25,0.443,0.482,3.2,2.6,0.3,0.3,0.1,0.2,5.9,3.5,6.1,3.8,108.8,110.3
Max Christie,Lal,G,20.2,41,12.5,10.3,10.1,16,0.875,44,0.409,62,0.419,0.538,0.566,3.1,1.8,0.5,0.2,0.2,0.3,5,3.6,5.5,4.5,111.7,110.6
Jordan Hall,San,G,21.2,9,9.1,19.6,19.8,9,0.778,13,0.462,15,0.2,0.375,0.438,3.1,1.3,1.2,0.1,0,0.8,4.4,4.3,5.7,7.4,91.1,117.7
Richaun Holmes,Sac,F,29.5,42,8.3,13.7,13.5,19,0.789,81,0.617,8,0.625,0.646,0.668,3.1,1.9,0.2,0.1,0.3,0.3,5,3.3,5.2,5.1,128,105
Christian Koloko,Tor,C,22.8,58,13.8,10.4,11.7,59,0.627,138,0.514,12,0.083,0.483,0.517,3.1,2.9,0.5,0.4,1,0.3,6.1,3.7,6.6,4.8,119.3,101.5
Josh Minott,Min,F,20.4,15,6.4,18.9,7.6,8,1,30,0.533,6,0.333,0.528,0.582,3.1,1.7,0.3,0.3,0.4,0.2,4.7,3.4,5.1,7.3,119,104.2
Tyler Dorsey,Dal,G,27.2,3,2.8,27.2,0,0,0,3,1,2,0.5,0.9,0.9,3,0.7,0,0,0,0,3.7,3,3.7,0,,
Usman Garuba,Hou,F,21.1,75,12.9,10.5,21,47,0.617,118,0.525,59,0.407,0.554,0.569,3,4.1,0.9,0.6,0.4,0.6,7.1,3.9,7.9,6.9,118.3,105
Danny Green,Mem,G,35.8,3,14.5,13.4,21.4,0,0,3,0,8,0.375,0.409,0.409,3,1.3,0.7,0.3,0,1,4.3,3.7,5,3.9,76.5,103.4
Jake LaRavia,Mem,F,21.4,35,11.8,11.7,15.9,9,0.778,24,0.542,71,0.338,0.516,0.531,3,1.8,0.6,0.3,0.1,0.5,4.8,3.6,5.4,5,105.3,104
Saben Lee,Phi,G,23.8,2,5.1,31,42.9,0,0,3,1,1,0,0.75,0.75,3,0,1,0.5,0,1.5,3,4,4,0,86.3,105.5
Robin Lopez,Cle,C,35,37,8.1,16.2,24.9,18,0.778,71,0.648,4,0.5,0.653,0.675,3,1.4,0.5,0.1,0.2,0.7,4.4,3.5,4.9,6.3,114.9,100.7
Trevelin Queen,Ind,G,26.1,7,10,22.9,19.2,5,1,14,0.357,15,0.133,0.276,0.337,3,2.4,0.9,0.3,0.7,1,5.4,3.9,6.3,7.5,78.9,116.5
Jacob Gilyard,Mem,G,24.7,1,40.8,5.1,40,0,0,0,0,3,0.333,0.5,0.5,3,4,7,3,0,2,7,10,14,4.3,107.4,106.5
Juancho Hernangomez,Tor,F,27.5,42,14.6,9.5,11.6,16,0.563,47,0.66,67,0.254,0.496,0.504,2.9,2.9,0.6,0.4,0.1,0.4,5.8,3.5,6.4,4.7,108.3,110.4
Carlik Jones,Chi,G,25.3,7,8,16.2,11.6,8,0.625,9,0.333,6,0.5,0.5,0.54,2.9,0.7,0.9,0.3,0,0.3,3.6,3.7,4.4,6.1,112.6,113.8
Frank Ntilikina,Dal,G,24.7,47,12.9,13.1,18,33,0.667,65,0.477,67,0.254,0.428,0.461,2.9,1.3,1.2,0.3,0.1,0.6,4.2,4.1,5.4,5.1,94.7,109.3
Jason Preston,Lac,G,23.7,14,8.8,18.3,19.6,2,0,23,0.565,18,0.278,0.5,0.489,2.9,1.6,1.9,0.1,0,0.7,4.5,4.9,6.4,9.4,102.4,111.9
James Johnson,Ind,F,36.1,18,9,15.6,14,8,0.5,34,0.559,15,0.2,0.48,0.486,2.8,1.7,0.8,0.4,0.3,0.4,4.5,3.7,5.3,6.9,98.2,99.5
Moussa Diabate,Lac,F,21.2,22,8.9,14.1,16,16,0.625,45,0.511,2,0.5,0.521,0.546,2.7,2.3,0.2,0.3,0.4,0.4,5,2.9,5.1,4.8,119.2,110.2
Frank Kaminsky,Atl,F-C,30,26,6.8,13.9,16.9,12,0.833,21,0.667,23,0.478,0.693,0.72,2.7,1.4,0.8,0.2,0,0.3,4.1,3.5,4.9,8.5,132.5,105.8
Terry Taylor,Ind,G,23.5,26,8.8,14.2,12.1,7,0.714,47,0.553,18,0.222,0.492,0.507,2.7,1.5,0.4,0.1,0.2,0.3,4.2,3,4.5,5.3,108.8,113.9
Matisse Thybulle,Phi,G-F,26.1,49,12.1,9.8,6.4,12,0.75,53,0.547,63,0.333,0.522,0.536,2.7,1.3,0.5,0.9,0.3,0.2,3.9,3.1,4.4,4,116.2,103.6
Juan Toscano-Anderson,Lal,F,30,30,12.2,10.4,20.4,15,0.733,46,0.63,20,0.2,0.53,0.558,2.7,2,0.8,0.3,0.2,0.6,4.7,3.5,5.6,5.3,107.3,103.8
Ryan Arcidiacono,Por,G,29,9,16.2,11.3,15.8,0,0,12,0.083,20,0.35,0.359,0.359,2.6,1.2,2.3,0.3,0,0.7,3.8,4.9,6.1,4.8,88.4,114
Mamadi Diakite,Cle,F,26.2,22,8,16,19.2,2,1,29,0.586,21,0.333,0.55,0.56,2.6,1.4,0.4,0.2,0.4,0.5,4,3,4.3,5.7,99.6,98.3
Isaiah Mobley,Cle,F,23.5,12,7,16.3,3.4,4,1,20,0.45,8,0.375,0.482,0.521,2.6,1.7,0.3,0.3,0.3,0.1,4.3,2.8,4.5,6.3,114.9,100.9
Jaden Springer,Phi,G,20.5,16,5.6,20.8,7.8,8,0.75,30,0.5,5,0.4,0.514,0.545,2.6,0.9,0.5,0.4,0.2,0.2,3.5,3.1,4,7.5,117.1,96.6
Damian Jones,Lal,C,27.8,22,8,13.1,19.4,20,0.75,34,0.588,3,0,0.541,0.6,2.5,2.5,0.2,0.1,0.5,0.4,5,2.7,5.2,5.4,118.4,105.1
Ish Smith,Den,G,34.8,43,9.3,19.3,25.1,4,0.5,119,0.42,12,0.167,0.405,0.407,2.5,1.3,2.3,0.2,0.2,1,3.8,4.8,6.1,8.4,88.7,109.9
Lester Quinones,Gol,G,20,4,4.5,29.3,48.6,6,0.667,1,0,4,0.5,0.6,0.654,2.5,0.8,0.5,0.3,0,1.3,3.3,3,3.8,8.9,86.9,118.5
